Time,Engine_Load,Manifold_Absolute_Pressure,Engine_Speed,Intake_Air_Temperature,Throttle_Opening_Angle,Rear_O2_Sensor,Atmospheric_Pressure,Manifold_Relative_Pressure
68.242,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.319,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.396,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.577,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.731,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.809,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.886,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.962,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.039,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.271,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.348,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.425,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.502,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.579,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.656,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.733,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.81,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.887,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
69.964,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.041,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.118,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.195,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.272,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.349,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.426,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.503,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.579,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.656,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.733,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.808,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.886,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
70.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.269,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.346,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.423,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.5,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.577,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.654,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.73,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.808,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.884,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
71.961,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.039,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.27,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.347,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.424,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.578,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.732,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.812,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.889,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
72.966,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.043,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.119,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.196,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.273,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.35,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.427,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.505,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.582,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.659,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.736,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.813,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
73.952,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.029,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.106,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.183,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.26,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.337,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.414,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.491,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.568,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.645,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.722,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.799,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.875,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
74.952,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.029,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.105,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.182,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.259,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.336,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.413,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.49,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.566,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.643,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.721,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.797,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.874,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
75.951,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.028,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.106,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.183,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.26,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.337,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.414,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.495,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.573,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.649,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.726,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.803,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.881,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
76.957,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.034,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.111,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.188,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.266,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.343,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.42,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.497,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.574,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.651,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.728,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.805,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.882,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
77.959,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.036,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.113,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.19,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.267,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.344,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.421,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.498,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.575,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.652,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.729,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.806,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.883,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
78.96,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.037,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.114,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.191,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.268,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.345,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.422,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.499,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.576,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.653,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.729,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.806,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.882,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
79.96,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.036,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.113,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.19,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.266,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.343,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.42,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.497,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.574,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.65,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.727,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.803,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.88,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
80.957,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.033,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.11,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.186,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.263,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.34,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.417,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.494,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.571,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.647,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.724,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.801,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.878,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
81.955,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.032,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.11,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.186,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.264,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.341,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.418,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.494,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.57,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.648,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.725,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.802,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.879,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
82.956,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.033,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.11,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.187,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.264,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.341,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.418,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.505,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.582,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.658,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.76,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.837,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
83.913,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.0,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.077,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.153,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.23,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.308,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.385,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.462,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.539,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.616,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.693,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.77,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.847,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
84.924,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.001,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.078,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.154,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.231,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.308,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.385,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.462,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.539,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.616,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.693,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.77,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.846,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
85.923,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.0,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.077,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.154,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.232,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.308,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.385,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.462,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.54,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.617,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.694,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.771,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.847,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
86.925,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.002,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.088,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.189,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.266,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.343,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.42,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.497,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.574,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.651,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.728,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.829,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
87.941,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.018,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.094,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.171,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.248,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.325,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.402,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.479,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.556,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.633,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.71,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.787,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.864,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
88.941,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.018,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.095,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.172,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.249,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.326,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.415,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.492,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.569,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.646,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.723,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.8,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.877,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
89.954,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.031,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.109,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.186,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.263,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.34,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.417,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.494,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.571,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.66,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.736,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.813,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.89,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
90.967,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
91.044,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
