Time,Engine_Load,Coolant_Temperature,Manifold_Absolute_Pressure,Engine_Speed,Vehicle_Speed,Intake_Air_Temperature,Manifold_Relative_Pressure
163.192,27.059,85,0.428,754.0,0,63,-0.581
163.369,29.02,85,0.428,751.25,0,63,-0.581
163.533,30.196,85,0.439,751.0,0,63,-0.571
163.696,29.412,85,0.439,753.5,0,63,-0.571
163.857,30.196,85,0.439,750.75,0,63,-0.571
164.017,29.412,85,0.439,752.25,0,63,-0.571
164.166,27.451,85,0.439,752.75,0,63,-0.571
164.304,29.804,85,0.439,744.75,0,63,-0.571
164.437,27.451,85,0.439,746.5,0,63,-0.571
164.57,27.451,85,0.439,754.75,0,63,-0.571
164.733,29.02,85,0.439,755.25,0,63,-0.571
164.89,27.059,85,0.439,753.25,0,63,-0.571
165.059,29.412,85,0.439,751.0,0,63,-0.571
165.217,27.451,85,0.439,750.75,0,63,-0.571
165.368,28.627,85,0.439,751.0,0,63,-0.571
165.519,27.059,85,0.439,753.25,0,63,-0.571
165.67,28.627,85,0.439,745.75,0,63,-0.571
165.819,30.196,85,0.439,747.0,0,63,-0.571
165.952,29.804,85,0.439,753.0,0,63,-0.571
166.114,30.196,85,0.439,750.0,0,63,-0.571
166.255,29.804,85,0.439,753.25,0,63,-0.571
166.4,27.843,85,0.439,750.5,0,63,-0.571
166.567,30.196,85,0.439,753.75,0,63,-0.571
166.712,27.451,85,0.439,747.25,0,63,-0.571
166.866,29.804,85,0.439,748.25,0,63,-0.571
167.002,27.843,85,0.439,743.75,0,63,-0.571
167.139,27.451,85,0.439,749.25,0,63,-0.571
167.271,28.235,85,0.439,742.75,0,63,-0.571
167.421,29.804,85,0.439,740.25,0,63,-0.571
167.555,30.588,85,0.439,746.75,0,63,-0.571
167.695,29.02,85,0.439,747.25,0,63,-0.571
167.831,30.588,85,0.439,738.0,0,63,-0.571
167.98,29.412,85,0.439,740.25,0,63,-0.571
168.149,29.804,85,0.439,744.75,0,63,-0.571
168.301,30.196,85,0.439,743.0,0,63,-0.571
168.435,28.627,85,0.439,749.75,0,63,-0.571
168.599,30.196,85,0.439,748.0,0,63,-0.571
